gym_id,gym_name,region,gym_size,sku,product_name,category,vendor,par_level,on_hand,avg_weekly_sales,weeks_of_supply,stock_status,cost,retail,inventory_value_cost,inventory_value_retail,days_since_last_receipt
MOV-011,Movement Sunnyvale,California,Medium,CH-003,Metolius Super Chalk,Chalk,Metolius,25,7,3.9,1.8,Critical Low,4.0,9.95,28.0,69.65,21
MOV-011,Movement Sunnyvale,California,Medium,CH-004,Black Diamond White Gold,Chalk,Black Diamond,25,27,3.2,8.3,In Stock,5.0,11.95,135.0,322.65,40
MOV-011,Movement Sunnyvale,California,Medium,BD-001,Petzl GriGri+,Belay Devices,Petzl,5,2,0.5,4.0,In Stock,55.0,109.95,110.0,219.9,31
MOV-011,Movement Sunnyvale,California,Medium,BD-002,Black Diamond ATC-XP,Belay Devices,Black Diamond,5,4,0.8,5.2,In Stock,12.0,24.95,48.0,99.8,59
MOV-011,Movement Sunnyvale,California,Medium,BD-003,Mammut Smart 2.0,Belay Devices,Mammut,5,4,0.7,5.4,In Stock,15.0,29.95,60.0,119.8,22
MOV-011,Movement Sunnyvale,California,Medium,CB-001,Petzl Attache,Carabiners,Petzl,5,4,0.5,8.0,In Stock,8.0,16.95,32.0,67.8,31
MOV-011,Movement Sunnyvale,California,Medium,CB-002,Black Diamond RockLock,Carabiners,Black Diamond,5,1,0.9,1.1,Critical Low,7.0,14.95,7.0,14.95,22
MOV-011,Movement Sunnyvale,California,Medium,CB-003,Petzl Djinn Quickdraw,Carabiners,Petzl,5,5,0.6,7.8,In Stock,12.0,24.95,60.0,124.75,45
MOV-011,Movement Sunnyvale,California,Medium,CB-101,Metolius Competition Chalk Bag,Chalk Bags,Metolius,8,4,1.1,3.6,Low,8.0,17.95,32.0,71.8,51
MOV-011,Movement Sunnyvale,California,Medium,CB-102,Mammut Gym Print Chalk Bag,Chalk Bags,Mammut,8,7,0.8,8.6,In Stock,10.0,21.95,70.0,153.65,17
MOV-011,Movement Sunnyvale,California,Medium,CB-103,Black Diamond Mojo Chalk Bag,Chalk Bags,Black Diamond,8,2,1.1,1.9,Critical Low,9.0,19.95,18.0,39.9,33
MOV-011,Movement Sunnyvale,California,Medium,RP-001,Beal Stinger III 9.4mm,Ropes,Beal,5,6,0.7,8.7,In Stock,95.0,189.95,570.0,1139.7,50
MOV-011,Movement Sunnyvale,California,Medium,RP-002,Mammut Crag Classic 9.8mm,Ropes,Mammut,5,1,0.6,1.6,Critical Low,80.0,159.95,80.0,159.95,2
MOV-011,Movement Sunnyvale,California,Medium,AP-001,prAna Stretch Zion Pant,Apparel,prAna,10,9,1.7,5.3,In Stock,40.0,85.0,360.0,765.0,38
MOV-011,Movement Sunnyvale,California,Medium,AP-002,prAna Bridger Jean,Apparel,prAna,10,3,0.8,3.6,Low,35.0,75.0,105.0,225.0,27
MOV-011,Movement Sunnyvale,California,Medium,AP-003,Movement Logo Tee,Apparel,prAna,10,7,1.9,3.7,Low,8.0,25.0,56.0,175.0,55
MOV-011,Movement Sunnyvale,California,Medium,TR-001,Metolius Simulator 3D,Training,Metolius,5,4,1.0,4.2,In Stock,20.0,44.95,80.0,179.8,25
MOV-011,Movement Sunnyvale,California,Medium,TR-002,Metolius Rock Rings,Training,Metolius,5,4,0.9,4.4,In Stock,15.0,34.95,60.0,139.8,21
MOV-012,Movement Oakland,California,Medium,SH-001,La Sportiva Tarantula,Climbing Shoes,La Sportiva,10,4,2.0,2.0,Low,45.0,89.95,180.0,359.8,12
MOV-012,Movement Oakland,California,Medium,SH-002,La Sportiva Finale,Climbing Shoes,La Sportiva,10,9,1.0,8.8,In Stock,50.0,99.95,450.0,899.55,5
MOV-012,Movement Oakland,California,Medium,SH-003,La Sportiva Solution,Climbing Shoes,La Sportiva,10,3,1.6,1.9,Critical Low,95.0,189.95,285.0,569.85,45
MOV-012,Movement Oakland,California,Medium,SH-004,Evolv Defy,Climbing Shoes,Evolv,10,4,0.6,6.3,In Stock,40.0,79.95,160.0,319.8,25
MOV-012,Movement Oakland,California,Medium,SH-005,Evolv Shaman,Climbing Shoes,Evolv,10,6,1.9,3.2,Low,85.0,169.95,510.0,1019.7,47
MOV-012,Movement Oakland,California,Medium,SH-006,Scarpa Instinct VS,Climbing Shoes,Scarpa,10,7,1.8,3.8,Low,90.0,179.95,630.0,1259.65,34
MOV-012,Movement Oakland,California,Medium,SH-007,Black Diamond Momentum,Climbing Shoes,Black Diamond,10,11,0.5,22.0,Overstock,42.0,84.95,462.0,934.45,43
MOV-012,Movement Oakland,California,Medium,HR-001,Petzl Corax,Harnesses,Petzl,8,11,0.5,22.0,Overstock,32.0,64.95,352.0,714.45,6
MOV-012,Movement Oakland,California,Medium,HR-002,Black Diamond Momentum Harness,Harnesses,Black Diamond,8,6,1.3,4.7,In Stock,30.0,59.95,180.0,359.7,15
MOV-012,Movement Oakland,California,Medium,HR-003,Petzl Sitta,Harnesses,Petzl,8,8,1.6,5.0,In Stock,70.0,139.95,560.0,1119.6,45
MOV-012,Movement Oakland,California,Medium,HR-004,Mammut Ophir 4 Slide,Harnesses,Mammut,8,2,1.5,1.3,Critical Low,35.0,69.95,70.0,139.9,48
MOV-012,Movement Oakland,California,Medium,CH-001,FrictionLabs Unicorn Dust,Chalk,FrictionLabs,25,18,1.8,9.7,In Stock,10.0,21.95,180.0,395.1,36
MOV-012,Movement Oakland,California,Medium,CH-002,FrictionLabs Gorilla Grip,Chalk,FrictionLabs,25,13,3.6,3.6,Low,12.0,24.95,156.0,324.35,56
MOV-012,Movement Oakland,California,Medium,CH-003,Metolius Super Chalk,Chalk,Metolius,25,10,2.3,4.3,In Stock,4.0,9.95,40.0,99.5,12
MOV-012,Movement Oakland,California,Medium,CH-004,Black Diamond White Gold,Chalk,Black Diamond,25,24,3.6,6.6,In Stock,5.0,11.95,120.0,286.8,24
MOV-012,Movement Oakland,California,Medium,BD-001,Petzl GriGri+,Belay Devices,Petzl,5,4,1.3,3.2,Low,55.0,109.95,220.0,439.8,14
MOV-012,Movement Oakland,California,Medium,BD-002,Black Diamond ATC-XP,Belay Devices,Black Diamond,5,3,0.7,4.3,In Stock,12.0,24.95,36.0,74.85,30
MOV-012,Movement Oakland,California,Medium,BD-003,Mammut Smart 2.0,Belay Devices,Mammut,5,4,1.4,2.8,Low,15.0,29.95,60.0,119.8,25
MOV-012,Movement Oakland,California,Medium,CB-001,Petzl Attache,Carabiners,Petzl,5,4,0.9,4.3,In Stock,8.0,16.95,32.0,67.8,25
MOV-012,Movement Oakland,California,Medium,CB-002,Black Diamond RockLock,Carabiners,Black Diamond,5,2,0.5,4.0,In Stock,7.0,14.95,14.0,29.9,57
MOV-012,Movement Oakland,California,Medium,CB-003,Petzl Djinn Quickdraw,Carabiners,Petzl,5,3,0.8,3.6,Low,12.0,24.95,36.0,74.85,47
MOV-012,Movement Oakland,California,Medium,CB-101,Metolius Competition Chalk Bag,Chalk Bags,Metolius,8,5,1.5,3.4,Low,8.0,17.95,40.0,89.75,8
MOV-012,Movement Oakland,California,Medium,CB-102,Mammut Gym Print Chalk Bag,Chalk Bags,Mammut,8,7,0.8,8.6,In Stock,10.0,21.95,70.0,153.65,36
MOV-012,Movement Oakland,California,Medium,CB-103,Black Diamond Mojo Chalk Bag,Chalk Bags,Black Diamond,8,7,0.5,14.0,Overstock,9.0,19.95,63.0,139.65,23
MOV-012,Movement Oakland,California,Medium,RP-001,Beal Stinger III 9.4mm,Ropes,Beal,5,3,0.9,3.2,Low,95.0,189.95,285.0,569.85,14
MOV-012,Movement Oakland,California,Medium,RP-002,Mammut Crag Classic 9.8mm,Ropes,Mammut,5,2,0.7,2.8,Low,80.0,159.95,160.0,319.9,47
MOV-012,Movement Oakland,California,Medium,AP-001,prAna Stretch Zion Pant,Apparel,prAna,10,9,1.6,5.6,In Stock,40.0,85.0,360.0,765.0,30
MOV-012,Movement Oakland,California,Medium,AP-002,prAna Bridger Jean,Apparel,prAna,10,6,1.3,4.7,In Stock,35.0,75.0,210.0,450.0,39
MOV-012,Movement Oakland,California,Medium,AP-003,Movement Logo Tee,Apparel,prAna,10,9,0.5,18.0,Overstock,8.0,25.0,72.0,225.0,58
MOV-012,Movement Oakland,California,Medium,TR-001,Metolius Simulator 3D,Training,Metolius,5,3,1.1,2.7,Low,20.0,44.95,60.0,134.85,38
MOV-012,Movement Oakland,California,Medium,TR-002,Metolius Rock Rings,Training,Metolius,5,4,0.6,6.9,In Stock,15.0,34.95,60.0,139.8,22
MOV-013,Movement Hampden,East Coast,Large,SH-001,La Sportiva Tarantula,Climbing Shoes,La Sportiva,15,5,2.7,1.8,Critical Low,45.0,89.95,225.0,449.75,6
MOV-013,Movement Hampden,East Coast,Large,SH-002,La Sportiva Finale,Climbing Shoes,La Sportiva,15,10,0.7,15.1,Overstock,50.0,99.95,500.0,999.5,58
MOV-013,Movement Hampden,East Coast,Large,SH-003,La Sportiva Solution,Climbing Shoes,La Sportiva,15,11,2.5,4.4,In Stock,95.0,189.95,1045.0,2089.45,20
MOV-013,Movement Hampden,East Coast,Large,SH-004,Evolv Defy,Climbing Shoes,Evolv,15,12,3.1,3.8,Low,40.0,79.95,480.0,959.4,12
MOV-013,Movement Hampden,East Coast,Large,SH-005,Evolv Shaman,Climbing Shoes,Evolv,15,8,1.8,4.5,In Stock,85.0,169.95,680.0,1359.6,53
MOV-013,Movement Hampden,East Coast,Large,SH-006,Scarpa Instinct VS,Climbing Shoes,Scarpa,15,8,2.3,3.5,Low,90.0,179.95,720.0,1439.6,8
MOV-013,Movement Hampden,East Coast,Large,SH-007,Black Diamond Momentum,Climbing Shoes,Black Diamond,15,13,2.3,5.7,In Stock,42.0,84.95,546.0,1104.35,51
MOV-013,Movement Hampden,East Coast,Large,HR-001,Petzl Corax,Harnesses,Petzl,12,6,1.0,6.1,In Stock,32.0,64.95,192.0,389.7,41
MOV-013,Movement Hampden,East Coast,Large,HR-002,Black Diamond Momentum Harness,Harnesses,Black Diamond,12,13,1.2,11.0,In Stock,30.0,59.95,390.0,779.35,18
MOV-013,Movement Hampden,East Coast,Large,HR-003,Petzl Sitta,Harnesses,Petzl,12,12,1.2,10.2,In Stock,70.0,139.95,840.0,1679.4,23
MOV-013,Movement Hampden,East Coast,Large,HR-004,Mammut Ophir 4 Slide,Harnesses,Mammut,12,12,1.7,7.2,In Stock,35.0,69.95,420.0,839.4,48
MOV-013,Movement Hampden,East Coast,Large,CH-001,FrictionLabs Unicorn Dust,Chalk,FrictionLabs,37,25,5.7,4.4,In Stock,10.0,21.95,250.0,548.75,32
MOV-013,Movement Hampden,East Coast,Large,CH-002,FrictionLabs Gorilla Grip,Chalk,FrictionLabs,37,31,8.0,3.9,Low,12.0,24.95,372.0,773.45,8
MOV-013,Movement Hampden,East Coast,Large,CH-003,Metolius Super Chalk,Chalk,Metolius,37,18,5.2,3.5,Low,4.0,9.95,72.0,179.1,3
MOV-013,Movement Hampden,East Coast,Large,CH-004,Black Diamond White Gold,Chalk,Black Diamond,37,39,7.6,5.1,In Stock,5.0,11.95,195.0,466.05,24
MOV-013,Movement Hampden,East Coast,Large,BD-001,Petzl GriGri+,Belay Devices,Petzl,7,9,0.9,10.0,In Stock,55.0,109.95,495.0,989.55,16
MOV-013,Movement Hampden,East Coast,Large,BD-002,Black Diamond ATC-XP,Belay Devices,Black Diamond,7,4,0.9,4.7,In Stock,12.0,24.95,48.0,99.8,14
MOV-013,Movement Hampden,East Coast,Large,BD-003,Mammut Smart 2.0,Belay Devices,Mammut,7,4,1.5,2.7,Low,15.0,29.95,60.0,119.8,7
MOV-013,Movement Hampden,East Coast,Large,CB-001,Petzl Attache,Carabiners,Petzl,7,4,0.5,7.3,In Stock,8.0,16.95,32.0,67.8,25
MOV-013,Movement Hampden,East Coast,Large,CB-002,Black Diamond RockLock,Carabiners,Black Diamond,7,3,1.0,3.0,Low,7.0,14.95,21.0,44.85,57
MOV-013,Movement Hampden,East Coast,Large,CB-003,Petzl Djinn Quickdraw,Carabiners,Petzl,7,6,1.0,6.1,In Stock,12.0,24.95,72.0,149.7,55
MOV-013,Movement Hampden,East Coast,Large,CB-101,Metolius Competition Chalk Bag,Chalk Bags,Metolius,12,10,1.3,7.6,In Stock,8.0,17.95,80.0,179.5,14
MOV-013,Movement Hampden,East Coast,Large,CB-102,Mammut Gym Print Chalk Bag,Chalk Bags,Mammut,12,9,1.4,6.3,In Stock,10.0,21.95,90.0,197.55,59
MOV-013,Movement Hampden,East Coast,Large,CB-103,Black Diamond Mojo Chalk Bag,Chalk Bags,Black Diamond,12,8,2.3,3.5,Low,9.0,19.95,72.0,159.6,14
MOV-013,Movement Hampden,East Coast,Large,RP-001,Beal Stinger III 9.4mm,Ropes,Beal,7,6,0.9,6.4,In Stock,95.0,189.95,570.0,1139.7,3
MOV-013,Movement Hampden,East Coast,Large,RP-002,Mammut Crag Classic 9.8mm,Ropes,Mammut,7,4,1.0,3.8,Low,80.0,159.95,320.0,639.8,45
MOV-013,Movement Hampden,East Coast,Large,AP-001,prAna Stretch Zion Pant,Apparel,prAna,15,8,2.2,3.6,Low,40.0,85.0,320.0,680.0,3
MOV-013,Movement Hampden,East Coast,Large,AP-002,prAna Bridger Jean,Apparel,prAna,15,19,4.0,4.8,In Stock,35.0,75.0,665.0,1425.0,50
MOV-013,Movement Hampden,East Coast,Large,AP-003,Movement Logo Tee,Apparel,prAna,15,9,2.4,3.7,Low,8.0,25.0,72.0,225.0,37
MOV-013,Movement Hampden,East Coast,Large,TR-001,Metolius Simulator 3D,Training,Metolius,7,6,1.1,5.2,In Stock,20.0,44.95,120.0,269.7,16
MOV-013,Movement Hampden,East Coast,Large,TR-002,Metolius Rock Rings,Training,Metolius,7,4,1.2,3.2,Low,15.0,34.95,60.0,139.8,55
MOV-014,Movement Timonium,East Coast,Medium,SH-001,La Sportiva Tarantula,Climbing Shoes,La Sportiva,10,3,1.6,1.8,Critical Low,45.0,89.95,135.0,269.85,59
MOV-014,Movement Timonium,East Coast,Medium,SH-002,La Sportiva Finale,Climbing Shoes,La Sportiva,10,10,0.6,17.2,Overstock,50.0,99.95,500.0,999.5,31
MOV-014,Movement Timonium,East Coast,Medium,SH-003,La Sportiva Solution,Climbing Shoes,La Sportiva,10,7,2.1,3.4,Low,95.0,189.95,665.0,1329.65,32
MOV-014,Movement Timonium,East Coast,Medium,SH-004,Evolv Defy,Climbing Shoes,Evolv,10,12,1.1,10.7,In Stock,40.0,79.95,480.0,959.4,57
MOV-014,Movement Timonium,East Coast,Medium,SH-005,Evolv Shaman,Climbing Shoes,Evolv,10,9,0.9,9.9,In Stock,85.0,169.95,765.0,1529.55,43
MOV-014,Movement Timonium,East Coast,Medium,SH-006,Scarpa Instinct VS,Climbing Shoes,Scarpa,10,7,0.5,14.0,Overstock,90.0,179.95,630.0,1259.65,2
MOV-014,Movement Timonium,East Coast,Medium,SH-007,Black Diamond Momentum,Climbing Shoes,Black Diamond,10,6,1.4,4.2,In Stock,42.0,84.95,252.0,509.7,41
MOV-014,Movement Timonium,East Coast,Medium,HR-001,Petzl Corax,Harnesses,Petzl,8,4,1.5,2.6,Low,32.0,64.95,128.0,259.8,55
MOV-014,Movement Timonium,East Coast,Medium,HR-002,Black Diamond Momentum Harness,Harnesses,Black Diamond,8,9,1.2,7.4,In Stock,30.0,59.95,270.0,539.55,48
MOV-014,Movement Timonium,East Coast,Medium,HR-003,Petzl Sitta,Harnesses,Petzl,8,7,1.6,4.5,In Stock,70.0,139.95,490.0,979.65,32
MOV-014,Movement Timonium,East Coast,Medium,HR-004,Mammut Ophir 4 Slide,Harnesses,Mammut,8,5,1.6,3.1,Low,35.0,69.95,175.0,349.75,32
MOV-014,Movement Timonium,East Coast,Medium,CH-001,FrictionLabs Unicorn Dust,Chalk,FrictionLabs,25,20,3.1,6.4,In Stock,10.0,21.95,200.0,439.0,8
MOV-014,Movement Timonium,East Coast,Medium,CH-002,FrictionLabs Gorilla Grip,Chalk,FrictionLabs,25,16,5.0,3.2,Low,12.0,24.95,192.0,399.2,4
MOV-014,Movement Timonium,East Coast,Medium,CH-003,Metolius Super Chalk,Chalk,Metolius,25,12,4.3,2.8,Low,4.0,9.95,48.0,119.4,12
MOV-014,Movement Timonium,East Coast,Medium,CH-004,Black Diamond White Gold,Chalk,Black Diamond,25,12,5.6,2.2,Low,5.0,11.95,60.0,143.4,51
MOV-014,Movement Timonium,East Coast,Medium,BD-001,Petzl GriGri+,Belay Devices,Petzl,5,6,0.5,12.0,In Stock,55.0,109.95,330.0,659.7,49
MOV-014,Movement Timonium,East Coast,Medium,BD-002,Black Diamond ATC-XP,Belay Devices,Black Diamond,5,3,0.7,4.4,In Stock,12.0,24.95,36.0,74.85,22
MOV-014,Movement Timonium,East Coast,Medium,BD-003,Mammut Smart 2.0,Belay Devices,Mammut,5,2,0.9,2.2,Low,15.0,29.95,30.0,59.9,15
MOV-014,Movement Timonium,East Coast,Medium,CB-001,Petzl Attache,Carabiners,Petzl,5,2,0.5,4.0,In Stock,8.0,16.95,16.0,33.9,9
MOV-014,Movement Timonium,East Coast,Medium,CB-002,Black Diamond RockLock,Carabiners,Black Diamond,5,0,0.8,0.0,Out of Stock,7.0,14.95,0.0,0.0,18
MOV-014,Movement Timonium,East Coast,Medium,CB-003,Petzl Djinn Quickdraw,Carabiners,Petzl,5,3,1.0,3.1,Low,12.0,24.95,36.0,74.85,51
MOV-014,Movement Timonium,East Coast,Medium,CB-101,Metolius Competition Chalk Bag,Chalk Bags,Metolius,8,5,1.5,3.3,Low,8.0,17.95,40.0,89.75,41
MOV-014,Movement Timonium,East Coast,Medium,CB-102,Mammut Gym Print Chalk Bag,Chalk Bags,Mammut,8,8,1.6,5.1,In Stock,10.0,21.95,80.0,175.6,46
MOV-014,Movement Timonium,East Coast,Medium,CB-103,Black Diamond Mojo Chalk Bag,Chalk Bags,Black Diamond,8,9,0.7,12.3,Overstock,9.0,19.95,81.0,179.55,53
MOV-014,Movement Timonium,East Coast,Medium,RP-001,Beal Stinger III 9.4mm,Ropes,Beal,5,3,1.1,2.8,Low,95.0,189.95,285.0,569.85,16
MOV-014,Movement Timonium,East Coast,Medium,RP-002,Mammut Crag Classic 9.8mm,Ropes,Mammut,5,5,0.5,10.0,In Stock,80.0,159.95,400.0,799.75,17
MOV-014,Movement Timonium,East Coast,Medium,AP-001,prAna Stretch Zion Pant,Apparel,prAna,10,6,0.6,10.2,In Stock,40.0,85.0,240.0,510.0,44
MOV-014,Movement Timonium,East Coast,Medium,AP-002,prAna Bridger Jean,Apparel,prAna,10,6,1.0,5.9,In Stock,35.0,75.0,210.0,450.0,16
MOV-014,Movement Timonium,East Coast,Medium,AP-003,Movement Logo Tee,Apparel,prAna,10,7,1.2,5.9,In Stock,8.0,25.0,56.0,175.0,26
MOV-014,Movement Timonium,East Coast,Medium,TR-001,Metolius Simulator 3D,Training,Metolius,5,3,1.1,2.7,Low,20.0,44.95,60.0,134.85,53
MOV-014,Movement Timonium,East Coast,Medium,TR-002,Metolius Rock Rings,Training,Metolius,5,2,0.5,4.0,In Stock,15.0,34.95,30.0,69.9,34
MOV-015,Movement Columbia,East Coast,Medium,SH-001,La Sportiva Tarantula,Climbing Shoes,La Sportiva,10,4,1.8,2.2,Low,45.0,89.95,180.0,359.8,50
MOV-015,Movement Columbia,East Coast,Medium,SH-002,La Sportiva Finale,Climbing Shoes,La Sportiva,10,9,1.6,5.5,In Stock,50.0,99.95,450.0,899.55,11
MOV-015,Movement Columbia,East Coast,Medium,SH-003,La Sportiva Solution,Climbing Shoes,La Sportiva,10,3,1.2,2.5,Low,95.0,189.95,285.0,569.85,27
MOV-015,Movement Columbia,East Coast,Medium,SH-004,Evolv Defy,Climbing Shoes,Evolv,10,5,0.8,6.4,In Stock,40.0,79.95,200.0,399.75,42
MOV-015,Movement Columbia,East Coast,Medium,SH-005,Evolv Shaman,Climbing Shoes,Evolv,10,5,2.1,2.4,Low,85.0,169.95,425.0,849.75,3
MOV-015,Movement Columbia,East Coast,Medium,SH-006,Scarpa Instinct VS,Climbing Shoes,Scarpa,10,10,3.4,3.0,Low,90.0,179.95,900.0,1799.5,33
MOV-015,Movement Columbia,East Coast,Medium,SH-007,Black Diamond Momentum,Climbing Shoes,Black Diamond,10,3,1.8,1.7,Critical Low,42.0,84.95,126.0,254.85,45
MOV-015,Movement Columbia,East Coast,Medium,HR-001,Petzl Corax,Harnesses,Petzl,8,8,0.6,14.3,Overstock,32.0,64.95,256.0,519.6,44
MOV-015,Movement Columbia,East Coast,Medium,HR-002,Black Diamond Momentum Harness,Harnesses,Black Diamond,8,3,1.3,2.3,Low,30.0,59.95,90.0,179.85,47
MOV-015,Movement Columbia,East Coast,Medium,HR-003,Petzl Sitta,Harnesses,Petzl,8,4,0.5,7.4,In Stock,70.0,139.95,280.0,559.8,1
MOV-015,Movement Columbia,East Coast,Medium,HR-004,Mammut Ophir 4 Slide,Harnesses,Mammut,8,3,0.5,5.5,In Stock,35.0,69.95,105.0,209.85,48
MOV-015,Movement Columbia,East Coast,Medium,CH-001,FrictionLabs Unicorn Dust,Chalk,FrictionLabs,25,7,2.0,3.6,Low,10.0,21.95,70.0,153.65,40
MOV-015,Movement Columbia,East Coast,Medium,CH-002,FrictionLabs Gorilla Grip,Chalk,FrictionLabs,25,29,4.2,7.0,In Stock,12.0,24.95,348.0,723.55,17
MOV-015,Movement Columbia,East Coast,Medium,CH-003,Metolius Super Chalk,Chalk,Metolius,25,30,3.7,8.1,In Stock,4.0,9.95,120.0,298.5,49
MOV-015,Movement Columbia,East Coast,Medium,CH-004,Black Diamond White Gold,Chalk,Black Diamond,25,7,5.2,1.3,Critical Low,5.0,11.95,35.0,83.65,39
MOV-015,Movement Columbia,East Coast,Medium,BD-001,Petzl GriGri+,Belay Devices,Petzl,5,3,0.8,4.0,In Stock,55.0,109.95,165.0,329.85,25
MOV-015,Movement Columbia,East Coast,Medium,BD-002,Black Diamond ATC-XP,Belay Devices,Black Diamond,5,2,1.2,1.7,Critical Low,12.0,24.95,24.0,49.9,9
MOV-015,Movement Columbia,East Coast,Medium,BD-003,Mammut Smart 2.0,Belay Devices,Mammut,5,1,1.1,0.9,Critical Low,15.0,29.95,15.0,29.95,59
MOV-015,Movement Columbia,East Coast,Medium,CB-001,Petzl Attache,Carabiners,Petzl,5,2,0.5,4.0,In Stock,8.0,16.95,16.0,33.9,25
MOV-015,Movement Columbia,East Coast,Medium,CB-002,Black Diamond RockLock,Carabiners,Black Diamond,5,4,1.1,3.6,Low,7.0,14.95,28.0,59.8,59
MOV-015,Movement Columbia,East Coast,Medium,CB-003,Petzl Djinn Quickdraw,Carabiners,Petzl,5,4,0.5,8.0,In Stock,12.0,24.95,48.0,99.8,42
MOV-015,Movement Columbia,East Coast,Medium,CB-101,Metolius Competition Chalk Bag,Chalk Bags,Metolius,8,8,0.5,16.0,Overstock,8.0,17.95,64.0,143.6,31
MOV-015,Movement Columbia,East Coast,Medium,CB-102,Mammut Gym Print Chalk Bag,Chalk Bags,Mammut,8,5,1.2,4.3,In Stock,10.0,21.95,50.0,109.75,36
MOV-015,Movement Columbia,East Coast,Medium,CB-103,Black Diamond Mojo Chalk Bag,Chalk Bags,Black Diamond,8,2,1.3,1.6,Critical Low,9.0,19.95,18.0,39.9,50
MOV-015,Movement Columbia,East Coast,Medium,RP-001,Beal Stinger III 9.4mm,Ropes,Beal,5,3,0.5,6.0,In Stock,95.0,189.95,285.0,569.85,29
MOV-015,Movement Columbia,East Coast,Medium,RP-002,Mammut Crag Classic 9.8mm,Ropes,Mammut,5,1,0.8,1.2,Critical Low,80.0,159.95,80.0,159.95,8
MOV-015,Movement Columbia,East Coast,Medium,AP-001,prAna Stretch Zion Pant,Apparel,prAna,10,0,0.8,0.0,Out of Stock,40.0,85.0,0.0,0.0,28
MOV-015,Movement Columbia,East Coast,Medium,AP-002,prAna Bridger Jean,Apparel,prAna,10,3,1.7,1.8,Critical Low,35.0,75.0,105.0,225.0,4
MOV-015,Movement Columbia,East Coast,Medium,AP-003,Movement Logo Tee,Apparel,prAna,10,7,2.0,3.6,Low,8.0,25.0,56.0,175.0,15
MOV-015,Movement Columbia,East Coast,Medium,TR-001,Metolius Simulator 3D,Training,Metolius,5,1,0.7,1.4,Critical Low,20.0,44.95,20.0,44.95,31
MOV-015,Movement Columbia,East Coast,Medium,TR-002,Metolius Rock Rings,Training,Metolius,5,4,0.5,8.0,In Stock,15.0,34.95,60.0,139.8,57
MOV-016,Movement Richmond,East Coast,Medium,SH-001,La Sportiva Tarantula,Climbing Shoes,La Sportiva,10,4,1.4,2.8,Low,45.0,89.95,180.0,359.8,56
MOV-016,Movement Richmond,East Coast,Medium,SH-002,La Sportiva Finale,Climbing Shoes,La Sportiva,10,7,1.2,5.7,In Stock,50.0,99.95,350.0,699.65,12
MOV-016,Movement Richmond,East Coast,Medium,SH-003,La Sportiva Solution,Climbing Shoes,La Sportiva,10,10,1.0,9.6,In Stock,95.0,189.95,950.0,1899.5,45
MOV-016,Movement Richmond,East Coast,Medium,SH-004,Evolv Defy,Climbing Shoes,Evolv,10,9,1.5,6.0,In Stock,40.0,79.95,360.0,719.55,6
MOV-016,Movement Richmond,East Coast,Medium,SH-005,Evolv Shaman,Climbing Shoes,Evolv,10,4,0.6,6.7,In Stock,85.0,169.95,340.0,679.8,13
MOV-016,Movement Richmond,East Coast,Medium,SH-006,Scarpa Instinct VS,Climbing Shoes,Scarpa,10,5,1.5,3.4,Low,90.0,179.95,450.0,899.75,43
MOV-016,Movement Richmond,East Coast,Medium,SH-007,Black Diamond Momentum,Climbing Shoes,Black Diamond,10,9,1.4,6.4,In Stock,42.0,84.95,378.0,764.55,20
MOV-016,Movement Richmond,East Coast,Medium,HR-001,Petzl Corax,Harnesses,Petzl,8,2,0.5,4.0,In Stock,32.0,64.95,64.0,129.9,33
MOV-016,Movement Richmond,East Coast,Medium,HR-002,Black Diamond Momentum Harness,Harnesses,Black Diamond,8,6,1.4,4.1,In Stock,30.0,59.95,180.0,359.7,15
MOV-016,Movement Richmond,East Coast,Medium,HR-003,Petzl Sitta,Harnesses,Petzl,8,5,1.2,4.2,In Stock,70.0,139.95,350.0,699.75,51
MOV-016,Movement Richmond,East Coast,Medium,HR-004,Mammut Ophir 4 Slide,Harnesses,Mammut,8,5,1.0,4.9,In Stock,35.0,69.95,175.0,349.75,46
MOV-016,Movement Richmond,East Coast,Medium,CH-001,FrictionLabs Unicorn Dust,Chalk,FrictionLabs,25,18,5.3,3.4,Low,10.0,21.95,180.0,395.1,11
MOV-016,Movement Richmond,East Coast,Medium,CH-002,FrictionLabs Gorilla Grip,Chalk,FrictionLabs,25,28,2.8,10.0,In Stock,12.0,24.95,336.0,698.6,4
MOV-016,Movement Richmond,East Coast,Medium,CH-003,Metolius Super Chalk,Chalk,Metolius,25,22,2.5,8.9,In Stock,4.0,9.95,88.0,218.9,58
MOV-016,Movement Richmond,East Coast,Medium,CH-004,Black Diamond White Gold,Chalk,Black Diamond,25,18,3.7,4.9,In Stock,5.0,11.95,90.0,215.1,59
MOV-016,Movement Richmond,East Coast,Medium,BD-001,Petzl GriGri+,Belay Devices,Petzl,5,4,1.1,3.6,Low,55.0,109.95,220.0,439.8,39
MOV-016,Movement Richmond,East Coast,Medium,BD-002,Black Diamond ATC-XP,Belay Devices,Black Diamond,5,2,0.5,3.7,Low,12.0,24.95,24.0,49.9,40
MOV-016,Movement Richmond,East Coast,Medium,BD-003,Mammut Smart 2.0,Belay Devices,Mammut,5,2,0.9,2.1,Low,15.0,29.95,30.0,59.9,23
MOV-016,Movement Richmond,East Coast,Medium,CB-001,Petzl Attache,Carabiners,Petzl,5,1,0.8,1.2,Critical Low,8.0,16.95,8.0,16.95,22
